n,type,avg_th5,avg_th10,avg_th20,avg_th30,avg_th50
66000,reversed,5366.2,5145,5222,5216,6154.6
66000,nearly,4950.4,4725.2,4640.4,4633.2,4584.4
66100,random,10874,10466.6,10031.6,10504.4,10742.4
66100,reversed,5678.8,5225.4,5286.6,5275.6,6225.4
66100,nearly,5033.6,4757.2,4663.4,4663.8,4595.8
66200,random,10934.8,10606.2,10135.2,10043.4,10200.4
66200,reversed,5482.8,5231.4,5266.6,5255.2,6417.4
66200,nearly,4960.4,4722.4,4732,4812.6,4588.8
66300,random,10907.2,10517.8,10130.8,10139,10148.4
66300,reversed,5580.6,5346.6,5294.4,5294.2,6221.8
66300,nearly,4795.8,4709.8,4652,4647.6,4533.2
66400,random,10899.8,10469.8,10112,10101.6,10115
66400,reversed,5376.4,5197,5274.6,5267.4,6224.2
66400,nearly,4982.2,5055.8,4834.2,4938,4863.2
66500,random,11337.2,11186.4,10814.2,10515,10833.2
66500,reversed,5834.6,5325.4,5375.4,5404.2,6394.6
66500,nearly,5096.6,5061.2,5052.8,5060.2,4920.8
66600,random,11191.4,11116.6,10645.8,10526.2,18943.6
66600,reversed,5812,5965.4,9606.2,6857.4,7027.4
66600,nearly,5289.8,4979.4,4787,4943.2,4688.4
66700,random,10968.8,11000.2,10505.8,10552.2,10339.8
66700,reversed,5366.4,5252.8,5309.4,5304.2,6265.6
66700,nearly,5090,4917.2,4801.4,4821.2,4652.2
66800,random,10966.4,10595,10329,10295,10351.8
66800,reversed,5664.8,5341.4,5380.2,5373.4,6334.6
66800,nearly,5003.6,4816.6,4751.2,4745.8,4639.2
66900,random,10990.8,10610.2,10276.8,10281.4,10300.8
66900,reversed,5845.6,5322,5373.4,5381,6351.4
66900,nearly,4946,4799.2,4735.6,4733,4743.2
67000,random,11167.6,10598.8,10376.4,10367.2,10285.8
67000,reversed,5702.2,5391.2,5397.4,5402.6,6373
67000,nearly,5082.8,4838.4,5053,4850.2,4768.6
67100,random,11064.8,10633.4,10405.2,10420.8,10328.4
67100,reversed,5500,5338.8,5376,5366.2,6376.6
67100,nearly,5028,4856.2,4734.8,4712.4,4613.2
67200,random,11129,10592.4,10265.8,10215.2,10244.2
67200,reversed,5628,5303,5355.2,5360.2,6336.4
67200,nearly,4955,4846.2,4766.6,4760.6,4655.4
67300,random,11071.2,10662.6,10454.8,10374.2,10488.6
67300,reversed,5494.2,5382.2,5473.4,5378,6541.2
67300,nearly,5085.4,4921.4,4863.2,4766.2,4654.6
67400,random,11081.8,10661,10344.8,10349.8,11029
67400,reversed,5825.8,5762,5618,5793.2,6720.6
67400,nearly,6713.4,5243.6,4758.6,4748,4747.4
67500,random,11102.4,10727,10345.8,10358.8,10393
67500,reversed,5724.4,5384.6,5428.2,5426.6,6440.4
67500,nearly,5096.8,5062.4,4792.8,4777,4664
67600,random,11101,10717.2,10351,10305.8,10313.8
67600,reversed,5501.2,5301.4,5367.6,5368.4,6371.2
67600,nearly,4920.4,4859.4,4783.4,4812.2,4674.8
67700,random,11137.4,10816.4,10386.8,12100,10513
67700,reversed,5784.6,5356.6,5437.8,5456.6,6464.6
67700,nearly,4962.6,4877.8,4797.8,4793,4682.2
67800,random,11170.2,10734.2,10323.8,10338.8,10439.6
67800,reversed,5448.2,5308.4,5370.6,5377.4,6389.2
67800,nearly,4964.4,4851.2,4793.2,4807.4,4671.8
67900,random,11166.4,10728.2,10359.8,10361.6,10373
67900,reversed,5691.2,5577.8,5614.4,5499.6,6427.4
67900,nearly,5154.2,5062.6,4975.2,4901.4,4694.8
68000,random,11167.6,10755.8,10417,10421,10412.8
68000,reversed,5661.6,5365.8,5420.2,5434.4,6454.6
68000,nearly,5136.8,5077.6,4966,4853,4720.8
68100,random,11197.2,10767.4,10406.6,10396.2,10414.8
68100,reversed,5688.4,5375.4,5414.8,5418,6449.6
68100,nearly,4993.6,4864.6,4795.6,4798,4709.2
68200,random,11220.6,10857.4,10551.8,10447.8,10483.6
68200,reversed,5641.6,5507,5546.6,5546.2,6774.2
68200,nearly,5095.6,4921.4,4840.4,4908,4921.8
68300,random,11251.6,10829.6,10469,10444.6,10444
68300,reversed,5586.6,5357.4,5420.8,5464.4,6518.2
68300,nearly,5096.6,4977.4,4865.8,4833.6,4730.4
68400,random,11299.6,10890,10522.2,10479.4,10489.6
68400,reversed,5545.4,5509,5480.2,5478.8,6498.8
68400,nearly,5066.4,4972,4869.4,4865,4740.6
68500,random,11277.8,10850.4,10606.6,10491.6,10544.4
68500,reversed,5627.6,5480.4,5504.8,5533.4,6518
68500,nearly,5156,5032.6,4914.4,4869.6,4793.4
68600,random,11357.4,10916.8,10521.6,10543.2,10573.2
68600,reversed,5642,5495.4,5543.4,5559.8,6592.2
68600,nearly,5048.8,5111.4,4919.2,4874.2,4791
68700,random,11386.8,11132.2,10501.8,10695.8,10941.4
68700,reversed,5741,5582.8,5659.8,5745.8,7070.8
68700,nearly,5357.2,5163.2,5027.4,5066.8,4868.6
68800,random,11634.4,11054.4,10675.4,10512.4,10559.4
68800,reversed,5912.4,5529.4,5516.6,5507.6,6577.4
68800,nearly,5105.8,4960.4,4877.8,4867.6,4747.8
68900,random,11343.4,10976.6,10617.6,10634.6,10655
68900,reversed,5576.8,5424,5481.2,5567.2,6608.8
68900,nearly,5117.2,4961,4882.4,4865.4,4878.8
69000,random,11336,10898,10557.4,10651.2,10624.4
69000,reversed,5603.2,5458.2,5561.6,5585.2,6644.8
69000,nearly,5145.6,4959.4,4950.6,4961.2,4789.8
69100,random,11394.2,11037.6,10730.4,10563.2,10619.6
69100,reversed,5807.6,5446.4,5518.6,5531.4,6613.2
69100,nearly,5243.6,5150.8,4979.8,4908.8,4796.4
69200,random,11349,10906.4,10536.6,10597.2,10629.6
69200,reversed,5751.6,5830.6,5923.4,5681.8,6639.2
69200,nearly,5114.6,4985.4,4919,4922.6,4839.6
69300,random,11390.8,11027.2,10736.2,10616.6,10721.8
69300,reversed,5851.6,5603.8,5634.6,5599.2,6700.2
69300,nearly,5108.8,5020.8,4923.4,4909.6,4825.4
69400,random,11356.8,10947.6,10709.4,10618.6,10760.2
69400,reversed,5863.6,5798.8,5881,5876,6805.8
69400,nearly,5209.6,5090.8,4929.2,4911.2,4794
69500,random,11410.8,11026.4,10574.6,10681.4,10648.4
69500,reversed,5648,5456.4,5552.8,5540,6648.2
69500,nearly,5324,5178.6,5112.6,4996.6,4881.8
69600,random,11454.8,11042.8,10691.2,10679.4,10785.4
69600,reversed,5983.8,5744.8,5818.2,5772.6,6770.2
69600,nearly,5228,5204,5121,5100.2,4842.2
69700,random,11465.2,11056.8,10825.6,10742.4,10815.2
69700,reversed,5801,5587.2,5652,5572.8,6672.6
69700,nearly,5172.2,5029.2,4958.6,5023.2,4999.2
69800,random,11515.6,11118.8,10789.4,10737,10756
69800,reversed,5716.8,5578.6,5652.8,5668.6,6758.8
69800,nearly,5141,5102.2,4963.4,4953.4,4892.8
69900,random,11445,10968,10648.2,10694.8,10739.8
69900,reversed,5649.6,5560.2,5649,5754.2,6850
69900,nearly,5316.4,5211.2,5138.2,4989.2,4849.6
70000,random,11574.4,11110.6,10800,10747,10807.2
70000,reversed,5949.8,5821.2,5769.8,5728.2,6793.6
70000,nearly,5260,5076.6,4980,4981.2,4880
70100,random,11575.6,11188,10938,10851,10914.2
70100,reversed,6057.2,5755.6,5734,5694.4,6800.4
70100,nearly,5274,5057.2,4973.8,4971.2,4894.6
70200,random,11537.4,11047.8,10705.2,10691.8,10776.4
70200,reversed,5780,5617,5614.6,5624.2,6750
70200,nearly,5230.6,5179.4,5012.2,5091,5160
70300,random,11755.4,11253.2,10819.4,10819.4,10884.6
70300,reversed,5839.8,5708.4,5769.8,5766.2,6904.8
70300,nearly,5248.8,5139.2,5276.4,5331.8,5081
70400,random,11645.4,11140.2,10766.2,10800.2,10895
70400,reversed,5768.6,5591.8,5639.4,5709.2,6822.8
70400,nearly,5258,5128.6,4988,5011.6,4878
70500,random,11609.6,11177.2,10917,10801.6,10892
70500,reversed,6123.6,5771.8,5811.6,5734.2,6846.4
70500,nearly,5232.4,5080.4,4998.4,4993.2,4889.6
70600,random,11639.4,11267.6,10983.4,11009.6,11057.8
70600,reversed,5709,5592.2,5673.8,5671.2,6975.4
70600,nearly,5315.6,5213.8,5018.4,5004.2,4898.8
70700,random,11615.6,11250.4,10841.2,10836.6,10942.6
70700,reversed,5811.8,5618,5702.6,5673.8,6832.2
70700,nearly,5282.4,5141.2,5021.4,5027.6,4892.4
70800,random,11674.8,11263.6,11051,11044.4,10941.4
70800,reversed,6057.6,5694,5690.8,5706.6,6830
70800,nearly,5553.2,5724.8,5611.4,5412.4,5155.8
70900,random,11847.4,11364.6,11114.4,11175.6,11241.8
70900,reversed,6290.4,5926,6149.6,6185.4,7368.6
70900,nearly,5663.4,5540.8,5262.8,5072.2,5005.2
71000,random,11749.2,11232.2,10795.6,10833.2,11010.2
71000,reversed,5861.8,5648.4,5779.4,5750.6,6895.2
71000,nearly,5381.8,5152,5060.8,5058,5156.6
71100,random,11785.2,11284.6,10903.2,10856.4,10969.6
71100,reversed,6309,6008.2,5895,5792.8,7013
71100,nearly,5298.6,5129.2,5050,5047.6,4933.8
71200,random,11736.2,11184.4,10828.6,10834.4,10940
71200,reversed,5851.4,5628.8,5717.8,5710.8,6896.8
71200,nearly,5351.4,5314.2,5106.2,5051.2,4913.8
71300,random,11792.8,11302.2,10949.4,10970.8,11169.8
71300,reversed,6169.2,5759.4,5861.6,5859.6,7038.6
71300,nearly,5417,5328.2,5165.2,5059.6,4956.6
71400,random,12035,11578.6,10949.2,11012.8,11127.2
71400,reversed,6311,6075,6144.8,6134.4,7216.2
71400,nearly,5444,5257.8,5115.4,5078.2,5068.8
71500,random,11776.8,11340.8,10971.8,10928.6,10988.4
71500,reversed,6135.4,5767.2,5852.8,5731.8,6926.6
71500,nearly,5382,5318,5086.2,5087.4,4967
71600,random,11783.4,11395.4,11032.8,10970.6,11093.4
71600,reversed,5956.4,5642.8,5755.8,5733,6931.8
71600,nearly,5386.6,5177.2,5080.8,5068,4943.4
71700,random,12033.8,11313,11032,10987.8,11083
71700,reversed,5862.8,5679.8,5769.6,5820.8,6964.6
71700,nearly,5307,5366,5140.6,5094.8,4969
71800,random,11823,11386.4,11140.2,11123.6,11135.2
71800,reversed,6104.6,5802.2,5908,5898,7101.2
71800,nearly,5430,5264,5098,5084.4,5003.6
71900,random,11894.8,11436.6,11065,11088.4,11199.6
71900,reversed,6090.2,5764,5880.6,5893.8,7136.2
71900,nearly,5351.6,5258.8,5130.8,5134,5032.6
72000,random,11897.8,11420.4,11128,11110,11217.2
72000,reversed,5972,5860.6,5932.6,5946.8,7238.6
72000,nearly,5337.6,5204.8,5118.8,5100,5093.4
72100,random,11918.4,11435.4,11101.6,11062.4,11151.8
72100,reversed,6168.8,5845.2,5803.8,5886.8,7153.4
72100,nearly,5378.8,5219.2,5308,5340.6,5199.2
72200,random,11880.6,11493,11401.8,11403,11627
72200,reversed,6073.4,5715.4,5834.6,5807.2,7028.6
72200,nearly,5375.8,5316.4,5336.6,5381,5215.2
72300,random,11900.4,11355.4,11056.6,11068.8,11191.6
72300,reversed,6082,5918.2,5834.4,5830.4,7078.4
72300,nearly,5322.8,5324.4,5262.2,5249.2,5186
72400,random,11911.2,11473,11116.8,11118.6,11247
72400,reversed,6500.4,5985.6,5960,5952.6,7149.4
72400,nearly,5368,5444.2,5371.4,5205.8,5021.8
72500,random,11967.4,11529,11139.8,11154.2,11236.2
72500,reversed,5988,5812.4,5918.8,5909.2,7140.2
72500,nearly,5379.8,5334,5183.6,5180.4,5066.8
72600,random,11947.2,11484.8,11151.4,11137.2,11230.6
72600,reversed,5963.2,5854.6,5959.2,5962.6,7211.4
72600,nearly,5398.6,5315.6,5184.2,5201,5054.2
72700,random,11929.4,11436.4,11105.4,11191.8,11204.4
72700,reversed,6081,5764.8,5848.2,5872,7111.4
72700,nearly,5485.2,5395.8,5199.6,5153.2,5019.8
72800,random,11991.4,11492.2,11144.4,11202.6,11317.6
72800,reversed,5990,5884.6,5968.2,5923.4,7149.2
72800,nearly,5434.2,5382.6,5183.2,5180.4,5056.6
72900,random,12087.8,11540.6,11231.2,11169,11307.8
72900,reversed,6149,5885.8,5999.6,6005.6,7366
72900,nearly,5553.4,5406.2,5329.6,5214.2,5104.2
73000,random,12084.4,11674.4,11243.4,11137,11307.2
73000,reversed,5963.2,5940.6,6107,6080.2,7701.2
73000,nearly,5650,5623.2,5324,5395.8,5368.4
73100,random,12321,11790.6,11460.6,11330.2,11283.8
73100,reversed,5898,5747.6,5880.4,5867.2,7147.4
73100,nearly,5422.8,5324.2,5390.2,5213.2,5115.8
73200,random,12019.6,12007.8,11725.4,11556,11626.6
73200,reversed,6207,6093.4,6332.8,6227.4,7569
73200,nearly,5786.2,5641.6,5546.8,5445.2,5300.2
73300,random,12350.8,11874.8,11380.8,11189.8,11338.2
73300,reversed,6032,5819.8,5937,6135.4,7713
73300,nearly,5650.8,5543,5574.2,5372.8,5247.4
73400,random,12114.8,11624.2,11394.4,11389.4,11357
73400,reversed,6003.4,5795,5959,5953.8,7387.4
73400,nearly,5468.4,5346.4,5325.2,5262.2,5100.8
73500,random,12108.6,11669.2,11506.4,11298.4,11427.8
73500,reversed,6143.6,6016.8,6000,5974.2,7222.8
73500,nearly,5433.6,5328.2,5263.8,5246.4,5123.2
73600,random,12119,11716,11325.8,11283.2,11389.8
73600,reversed,5982.4,5848.4,5953.4,5973.4,7266.8
73600,nearly,5533.4,5526.8,5436.8,5469.8,5326.4
73700,random,12155.4,11740.2,11447,11382.8,11409
73700,reversed,5970.2,5826.2,5980.8,5978.4,7267.4
73700,nearly,5488.4,5324.6,5265,5248.2,5128.4
73800,random,12161,11703.6,11379.4,11428.8,11610.4
73800,reversed,6071.4,5973.2,6062.4,6095,7386.2
73800,nearly,5525.2,5449.8,5457,5394.4,5128.2
73900,random,12156,11693,11286.2,11317.2,11403.6
73900,reversed,5996,5880,6021.8,6020.2,7314
73900,nearly,5715.2,5585,5489.8,5480.2,5215.4
74000,random,12185.8,11726.4,11479.2,11408.8,11530.6
74000,reversed,6137.8,5942,5991.6,5984.2,7287.2
74000,nearly,5655.2,5573.8,5518.4,5368,5203.4
74100,random,12189,11767.4,11394.2,11409,11469.2
74100,reversed,5992.4,5859.6,6309.2,6081,7373.8
74100,nearly,5446.2,5474,5261,5494.4,5273.4
74200,random,12194,11652.8,11319.6,11330,11533
74200,reversed,6023.2,5893.4,6025,6072,7338
74200,nearly,5495.6,5393.8,5289.2,5272,5147.4
74300,random,12221,11774.4,11520.8,11524.2,11712.8
74300,reversed,6514.4,5911.6,6053.4,6021,7363.8
74300,nearly,5565.6,5377,5262.4,5270.4,5177
74400,random,12265.6,11830.6,11352.2,11396.2,11534.8
74400,reversed,6114.2,5914.8,6045.8,6054.2,7380
74400,nearly,5715.2,5550.8,5535.4,5426.6,5407.4
74500,random,12486.6,12073.8,11489.4,11561.8,11677.4
74500,reversed,6044.6,5914.8,6048.4,6051,7398.2
74500,nearly,5593.6,5382,5295.8,5300.4,5167.8
74600,random,12289.6,11869.2,11652.4,11618.8,11623.6
74600,reversed,6363.2,5986,6126,6124.4,7475.8
74600,nearly,5789.6,5833.4,5674.4,5497.6,5209.8
74700,random,12289.8,11744.4,11448,11436.8,11567.8
74700,reversed,6068.4,5916.2,6050.4,6059.2,7434.8
74700,nearly,5593,5508.4,5357.2,5365,5284.4
74800,random,12552,11820,11465.4,11482.4,11619.2
74800,reversed,6098.8,5951.8,6145.4,6114.2,7451.4
74800,nearly,5599.2,5396.4,5298.8,5310.4,5216
74900,random,12427.6,11872.2,11557.4,11435.6,11598.8
74900,reversed,6107.4,5917.2,6060.8,6059.6,7428
74900,nearly,5675.4,5594.6,5499.4,5386,5185
75000,random,12368.4,11902.4,11665.2,11442.2,11565
75000,reversed,6076,5930.8,6088.8,6090.6,7611.8
75000,nearly,5498,5465.2,5372,5337.4,5198.8
75100,random,12337,12227.2,11876.6,11813.4,12006.4
75100,reversed,6584.2,6205.4,6385.2,6398.4,7729.4
75100,nearly,6283.8,5668.6,5640.2,5677,5525.4
75200,random,12408.4,11985,11785.8,11751,11705
75200,reversed,6357.6,6118,6458.6,6453.8,7805.6
75200,nearly,5631.2,5436.6,5357.8,5362.2,5276
75300,random,12462.8,11954.6,11644.2,11580.2,11813.2
75300,reversed,6201.8,5959.2,6096.6,6097,7484
75300,nearly,5631.8,5562.4,5688.2,5622.6,5518.4
75400,random,12696.8,11984,11632.2,11562.8,11687.8
75400,reversed,6149.8,5971.2,6114,6117.2,7756.8
75400,nearly,5665,5531.4,5468,5406.8,5267.8
75500,random,12444.8,11971.6,11622.6,11595.6,11768.8
75500,reversed,6189,6058.6,6241.8,6228,7667.4
75500,nearly,5541.6,5454.8,5351.8,5360.4,5253.4
75600,random,12386.4,11907.2,11540.8,11488.4,11683.8
75600,reversed,6397,6060,6141.4,6141.8,7554.2
75600,nearly,5532.2,5465.2,5412.2,5548.8,5500.2
75700,random,12564.6,11896.4,11682.2,11768.2,12015
75700,reversed,6270.4,6073.4,6187.6,6170.6,7648.4
75700,nearly,5798,5722.2,5636.2,5675.8,5319.8
75800,random,12498.8,12134.2,11874.4,11796.2,12010.2
75800,reversed,6349,6023.2,6225.2,6199.4,8031.6
75800,nearly,5818.4,5608.2,5465.6,5523.2,5381.2
75900,random,12745.8,12195.8,11575.8,11586.6,11819.8
75900,reversed,6443.8,6164.4,6245.2,6201.6,7605.2
75900,nearly,5605.2,5794.6,5545.2,5454.2,5376.4
76000,random,12496.6,11998.8,11690.6,11602.4,11836.4
76000,reversed,6525,6225.4,6279.6,6199.2,7662.2
76000,nearly,5710.2,5586.2,5443.2,5449,5282
76100,random,12519,12064.8,11916.2,11627.4,11923.4
76100,reversed,6237.6,6063,6216,6247,7626.6
76100,nearly,5817.4,5647.8,5657,5646.6,5551.6
76200,random,12560.4,12192.4,11755,11753.4,11815.6
76200,reversed,6274.8,6057.8,6231.2,6230.8,7676.2
76200,nearly,5620.4,5531.2,5654.6,5720,5541.6
76300,random,12528.6,12092.6,11873.4,11715.6,11876.8
76300,reversed,6268.8,6069,6224.2,6256.8,7708.4
76300,nearly,5860.8,5757.8,5492.4,5591,5393
76400,random,12567.4,12069.2,11742.8,11666.2,11847.2
76400,reversed,6225.8,6108,6225.4,6241,7753.2
76400,nearly,5817.2,5902.8,5636,5460,5459.4
76500,random,12653.6,12100.6,11783,11733.6,11902.2
76500,reversed,6262,6108,6247,6719.4,7868.6
76500,nearly,5669.8,5583.2,5455.4,5467.4,5353.8
76600,random,12669,12198.4,11819.6,11791,11968.6
76600,reversed,6424.4,6126,6343,6306.6,7779.2
76600,nearly,5769.6,5599.4,5500.6,5481.8,5387.8
76700,random,12657.4,12141.4,11816.6,11829.6,12219.8
76700,reversed,6357.2,6196.8,6351,6352.4,7811.6
76700,nearly,5752,5588,5495,5494.8,5427.8
76800,random,12691.6,12188.2,11822.8,11744.4,11966.6
76800,reversed,6423.2,6132.4,6285.4,6270.4,7751
76800,nearly,5850,5569.2,5493.6,5606.2,5527.8
76900,random,12684,12154.6,11856.2,11856.6,12307.6
76900,reversed,6251,6132,6332.2,6288.2,7807.6
76900,nearly,5858.8,5587,5485.8,5488.4,5527.8
77000,random,12883,12457,12170.4,11788,11987.4
77000,reversed,6264.2,6138.4,6280.8,6271.8,8017.4
77000,nearly,5733.8,5772.2,5618.2,5580.6,5445.8
77100,random,12672,12384.6,12185.6,12146.2,12333.8
77100,reversed,6493.2,6319.4,6541.6,6559.4,8028.8
77100,nearly,6099.6,5890.2,5837.2,5675.6,5552.4
77200,random,12688.6,12172.6,11830.4,11799.4,12009.8
77200,reversed,6416,6122.2,6313.4,6313.6,7822
77200,nearly,5741.8,5740.4,5725.6,5529.2,5398.2
77300,random,12754.6,12335.4,11897.6,11891.8,12435.2
77300,reversed,6278,6144.4,6476.2,6557.6,8125.4
77300,nearly,5904.8,5741.2,5701,5599.2,5342.8
77400,random,12986,12551.4,11796.8,11844.6,12163.4
77400,reversed,6343.6,6392,6425.2,6395.6,7928
77400,nearly,9807.2,9474.8,6107.4,5829.2,5524
77500,random,13202,12208.8,12042,14444.6,12244.4
77500,reversed,6458,6220.4,6371,6457.4,7876
77500,nearly,5782.6,5648.2,5553,5555.4,5560.4
77600,random,12795.8,12249.4,11881.8,11914.6,12130.4
77600,reversed,6369.2,6194.8,6356.6,6368.6,7901
77600,nearly,5830.8,5715.8,5782,5794.2,5525.2
77700,random,12771.2,12321.4,11999.8,11902,12103
77700,reversed,6342.6,6173.4,6364.4,6375.4,7881.6
77700,nearly,5924,5851.8,5783.8,5642.4,5558.6
77800,random,12815.6,12352,11973,11963,12207.2
77800,reversed,6476.4,6331.4,6408.8,6391,7929
77800,nearly,5805.4,5658.2,5558.2,5554.2,5460
77900,random,12916.8,12391.6,11958.2,11959.8,12134
77900,reversed,6348,6198,6402.4,6385,7949.6
77900,nearly,5898.2,5765,5777.2,5764.6,5450
78000,random,12915.4,12413,12071.2,12128.6,12502.8
78000,reversed,6505.2,6312,6517.2,6499.2,8047
78000,nearly,5962,5806,5581.6,5636.4,5474.8
78100,random,12869.6,12362.4,12001.4,11969.8,12166.4
78100,reversed,6838,6545.4,6476,6408.6,8073
78100,nearly,5895,5883.2,5585,5580.4,5521
78200,random,12889.4,15510.6,17163.4,12268.2,12322
78200,reversed,6471.2,6250.8,6435.6,6436.6,7988
78200,nearly,5905.6,5918.6,5840,5709.8,5479.8
78300,random,12904.6,12359.2,12051.4,12014.8,12282
78300,reversed,6814.4,6254.2,6434.2,6429.2,7986
78300,nearly,6277,5811.2,5924.6,5965,5852.4
78400,random,13425.2,13014.2,12550.4,12565,12616.2
78400,reversed,6573,6408.8,6530.4,6467,8124.2
78400,nearly,5889.4,5787.6,5678.6,5644.4,5544.4
78500,random,13057.6,12483.4,12146.2,12030.2,12249.4
78500,reversed,6892.6,6536,6620.8,6542.4,8018.8
78500,nearly,5920,5947,5642.6,5645.2,5563.4
78600,random,12903,12406,12193.6,12286,12357
78600,reversed,6443.8,6262.8,6520.4,6460.6,8026.4
78600,nearly,5813.8,5734,5632,5636.8,5503.6
78700,random,12983.4,12466.6,12127.4,12248,12540.4
78700,reversed,6563.4,6463,6651.4,6584.2,8150.6
78700,nearly,5946.6,5889.8,5796.2,5748,5812.2
78800,random,13108.2,13856,16662,17483.4,12471.2
78800,reversed,6413.4,6263.2,6462,6498,8202.2
78800,nearly,5961.6,5821.4,5741,5726.4,5624.8
78900,random,13123.4,12472.4,12056.2,12065.4,12271
78900,reversed,6468.6,6336,6504.8,6492.6,8198.2
78900,nearly,5880,5846.2,5640.6,5645.6,5521.4
79000,random,13015.4,12462.2,12154.8,12221.6,12826.6
79000,reversed,6649.2,6507.2,6781.6,6707,8362
79000,nearly,6098.6,6001.8,5808,5733.6,5695.8
79100,random,13167.2,12522.4,12373.4,12226.4,12383.2
79100,reversed,6546.2,6313,6494.8,6498.4,8103.6
79100,nearly,6031.2,5810.2,5678,5685.6,5561.4
79200,random,13029,12447.4,12193.8,12215,12885
79200,reversed,6499.6,6310.2,6551.8,6549.8,8179.2
79200,nearly,6048.8,5984.6,5682,5759.6,5810.4
79300,random,13108.4,12638.6,12208.8,12117.6,12359.2
79300,reversed,6569.6,6308.8,6543,6529.2,8225.6
79300,nearly,5931.6,5869.6,5718,5751.2,5609.4
79400,random,13131.4,12592.8,12265.8,12296.6,12642.4
79400,reversed,6642.6,6370.2,6535.4,6559.2,8202.8
79400,nearly,5925.6,5818.2,5710.8,5709.8,5598.8
79500,random,13105.2,12611,12343.8,12137.8,12376
79500,reversed,6477.4,6370.2,6640.8,6797,8509.2
79500,nearly,6102.4,6072,5770,5759.2,5717.4
79600,random,13088.4,12642.2,12298.2,12216.8,12499.6
79600,reversed,6518.8,6618.8,6663.4,6565.6,8200.8
79600,nearly,6129,5912,5774.2,5783.8,5582.4
79700,random,13115,12548.8,12295.4,12252.6,12540.6
79700,reversed,6640.8,6383.4,6566.8,6580.2,8317.6
79700,nearly,5989.6,5857.2,5738.4,5751.8,5772.4
79800,random,13198.8,12698.4,12366,12311,12498.4
79800,reversed,6833.4,6366.2,6581.6,6602,8238.2
79800,nearly,6106,6038.4,5902.2,5721.6,5611.8
79900,random,13086.6,12690.6,12368.2,12346.6,12607.6
79900,reversed,6645.2,6377.6,6590.2,6607.4,8254.4
79900,nearly,6038.4,5912,5764.4,5758.8,5597
80000,random,13157.8,12593.4,12251.8,12246.8,12490.6
80000,reversed,6543.2,6424.8,6626.6,6617.2,8311.4
80000,nearly,5930.8,5976.4,5772.2,5757.6,6599.2
80100,random,13703.4,12694.4,12346,12360.2,12733.6
80100,reversed,6568.6,6425.6,6759.6,6636.8,8279.8
80100,nearly,6074.2,5884.8,5750.2,5891.2,5597.4
80200,random,13221,12711.4,12481,12354.2,12525.2
80200,reversed,6540.2,6401,6625.2,6617.4,8296.8
80200,nearly,6178.4,6113.2,5879,5772.8,5637.2
80300,random,13254,12793.6,12622,12564.6,12708.4
80300,reversed,6656.2,6426.4,6764.2,6630.8,8339.4
80300,nearly,5990,5842.8,5824.8,5872,5697.6
80400,random,13220.6,12684.2,12505.6,12402.6,12835.2
80400,reversed,6662.8,6413.8,6670,6655,8597.4
80400,nearly,5972,5902,5781.8,5779.6,5725.2
80500,random,13218.6,12665.6,12338,12348.2,12632.2
80500,reversed,6588.6,6453.8,6683.6,6689.6,8376.6
80500,nearly,6161.2,5970.6,5781.2,5803.4,5635.6
80600,random,13209.8,12749.8,12385.4,12342.6,12725
80600,reversed,6565.6,6468.4,6695,6697.6,8387.4
80600,nearly,5999,5948.4,5782.6,5884.2,5822
80700,random,13347.6,12719.6,12370.8,12360.4,12621.8
80700,reversed,6582.2,6418.2,6649.6,6660.8,8354
80700,nearly,6019,5924.6,5808.8,5838.6,5683.6
80800,random,13271.8,12719.8,12368.8,12406.2,12724.4
80800,reversed,6576,6428.8,6663.4,6662.8,8431
80800,nearly,6043.4,5917.4,5832.4,5822,5936.8
80900,random,13286.4,12834.2,12482,12431.4,13134.4
80900,reversed,6816.6,6634,6907.2,6888.4,8768.4
80900,nearly,6296.2,6176.8,5959,6020,5796
81000,random,13578.4,12891.2,12648.4,12394.2,12703.4
81000,reversed,6789,6534.4,6697.4,6695.4,8418.2
81000,nearly,6053,5937.4,5826,5907.4,5748.4
81100,random,13353.6,12831.2,12495.8,12491.8,12873
81100,reversed,6774.2,6550.8,6782.2,6785.4,8491.6
81100,nearly,6070.4,6028.4,6042.8,6047.4,5891.4
81200,random,13331,12787.4,12507.6,12488.2,12708.4
81200,reversed,6811,6499.6,6728,6870.4,8670.6
81200,nearly,6199.4,6041.8,5880.8,5863.8,5729.2
81300,random,13302.2,12787,12609.8,12599.8,12817.2
81300,reversed,6614.2,6469.8,6719.4,6736.8,8489.6
81300,nearly,6096.6,5966.8,5839.4,5837.4,5701.4
81400,random,13371.8,12900,12614.6,12487.6,12772
81400,reversed,6672,6506.8,6741,6741.8,8463.2
81400,nearly,6272.2,5929.4,5822.6,5844,5690.8
81500,random,13426.4,12908,12546,12475.8,12765.8
81500,reversed,7088.4,6499.4,7172.8,7060,8509.6
81500,nearly,6116.4,5974.2,5929.2,5901.4,5930.8
81600,random,13422.4,12908.4,12597,12606,12858.4
81600,reversed,6753,6607.8,6865.8,6925.8,8603.4
81600,nearly,6111.6,6082.2,5862.2,6100.6,5706.4
81700,random,13452.4,12980,12590.8,12602.6,12856
81700,reversed,6995.8,6874,6881.6,6890,8650.2
81700,nearly,6301.6,6084.6,5900.8,5995.2,5951.4
81800,random,13477.4,12990.6,12652.6,12595.4,12876.2
